,Unnamed: 0,gain_cs,x,y,gain_na,gain_finished
56,56,2734.0,4.0,8.0,2115.0,0.24394184168012925
57,57,2738.0,4.0,9.0,2105.0,0.23854660347551343
58,58,2749.0,4.0,10.0,2115.0,0.23817034700315456
59,59,2743.0,4.0,11.0,2115.0,0.24044585987261147
60,60,0.0,5.0,0.0,0.0,0.0
61,61,2740.0,5.0,1.0,2115.0,0.2416
62,62,2733.0,5.0,2.0,2105.0,0.24044585987261147
63,63,2740.0,5.0,3.0,2115.0,0.2416
64,64,2744.0,5.0,4.0,2115.0,0.24006359300476948
65,65,2745.0,5.0,5.0,2125.0,0.2435483870967742
66,66,2756.0,5.0,6.0,2125.0,0.2393026941362916
67,67,2756.0,5.0,7.0,2120.0,0.23742138364779874
68,68,2754.0,5.0,8.0,2130.0,0.2419871794871795
69,69,2750.0,5.0,9.0,2125.0,0.2416
70,70,2734.0,5.0,10.0,2115.0,0.24394184168012925
71,71,2741.0,5.0,11.0,2125.0,0.24512987012987014
72,72,0.0,6.0,0.0,0.0,0.0
73,73,2728.0,6.0,1.0,2105.0,0.24237560192616373
74,74,2738.0,6.0,2.0,2105.0,0.23854660347551343
75,75,2739.0,6.0,3.0,2115.0,0.2419871794871795
76,76,2749.0,6.0,4.0,2125.0,0.2419871794871795
77,77,2763.0,6.0,5.0,2125.0,0.23667711598746083
78,78,0.0,6.0,6.0,0.0,0.0
79,79,2761.0,6.0,7.0,2135.0,0.24121405750798722
80,80,2759.0,6.0,8.0,2125.0,0.23817034700315456
81,81,2734.0,6.0,9.0,2115.0,0.24394184168012925
82,82,2749.0,6.0,10.0,2115.0,0.23817034700315456
83,83,2749.0,6.0,11.0,2115.0,0.23817034700315456
84,84,0.0,7.0,0.0,0.0,0.0
85,85,2735.0,7.0,1.0,2110.0,0.2416
86,86,0.0,7.0,2.0,2095.0,0
87,87,2743.0,7.0,3.0,2115.0,0.24044585987261147
88,88,2754.0,7.0,4.0,2125.0,0.24006359300476948
89,89,2762.0,7.0,5.0,2125.0,0.2370486656200942
90,90,2783.0,7.0,6.0,2125.0,0.22948328267477203
91,91,2746.0,7.0,7.0,2125.0,0.2431561996779388
92,92,2737.0,7.0,8.0,2115.0,0.2427652733118971
93,93,2738.0,7.0,9.0,2115.0,0.24237560192616373
94,94,2745.0,7.0,10.0,2115.0,0.2396825396825397
95,95,2744.0,7.0,11.0,2115.0,0.24006359300476948
96,96,0.0,8.0,0.0,0.0,0.0
97,97,2722.0,8.0,1.0,2105.0,0.24473257698541329
98,98,2730.0,8.0,2.0,2115.0,0.24552845528455283
99,99,2747.0,8.0,3.0,2115.0,0.2389240506329114
100,100,2748.0,8.0,4.0,2115.0,0.23854660347551343
101,101,2756.0,8.0,5.0,0.0,0.05478955007256894
102,102,2750.0,8.0,6.0,0.0,0.05490909090909091
103,103,2756.0,8.0,7.0,2125.0,0.2393026941362916
104,104,2755.0,8.0,8.0,2125.0,0.2396825396825397
105,105,2745.0,8.0,9.0,2115.0,0.2396825396825397
106,106,2741.0,8.0,10.0,2115.0,0.24121405750798722
107,107,2741.0,8.0,11.0,2115.0,0.24121405750798722
108,108,0.0,9.0,0.0,0.0,0.0
109,109,2728.0,9.0,1.0,2095.0,0.23854660347551343
110,110,2729.0,9.0,2.0,2095.0,0.23817034700315456
111,111,2717.0,9.0,3.0,2105.0,0.24673202614379086
112,112,2743.0,9.0,4.0,2105.0,0.23667711598746083
113,113,2737.0,9.0,5.0,2115.0,0.2427652733118971
114,114,2743.0,9.0,6.0,0.0,0
115,115,2743.0,9.0,7.0,2115.0,0.24044585987261147
116,116,2749.0,9.0,8.0,2115.0,0.23817034700315456
117,117,2748.0,9.0,9.0,2105.0,0.23483670295489892
118,118,2744.0,9.0,10.0,2115.0,0.24006359300476948
119,119,2739.0,9.0,11.0,2115.0,0.2419871794871795
120,120,0.0,10.0,0.0,0.0,0.0
121,121,2718.0,10.0,1.0,2085.0,0.23854660347551343
122,122,2729.0,10.0,2.0,2095.0,0.23817034700315456
123,123,2744.0,10.0,3.0,2115.0,0.24006359300476948
124,124,0.0,10.0,4.0,2115.0,0
125,125,2742.0,10.0,5.0,2115.0,0.24082934609250398
126,126,2750.0,10.0,6.0,2115.0,0.2377952755905512
127,127,2743.0,10.0,7.0,2110.0,0.23854660347551343
128,128,2740.0,10.0,8.0,2115.0,0.2416
129,129,2739.0,10.0,9.0,2115.0,0.2419871794871795
130,130,2734.0,10.0,10.0,2115.0,0.24394184168012925
131,131,0.0,10.0,11.0,2105.0,0
132,132,0.0,11.0,0.0,0.0,0.0
133,133,0.0,11.0,1.0,2075.0,0
134,134,0.0,11.0,2.0,0.0,0.0
135,135,2727.0,11.0,3.0,2105.0,0.2427652733118971
136,136,2718.0,11.0,4.0,2105.0,0.2463295269168026
137,137,2731.0,11.0,5.0,2105.0,0.24121405750798722
138,138,2741.0,11.0,6.0,2115.0,0.24121405750798722
139,139,2737.0,11.0,7.0,2105.0,0.2389240506329114
140,140,0.0,11.0,8.0,2115.0,0
141,141,2730.0,11.0,9.0,2105.0,0.2416
142,142,2735.0,11.0,10.0,2115.0,0.2435483870967742
143,143,2742.0,11.0,11.0,2115.0,0.24082934609250398
