,Anode,x,y,Cell0,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100,Cell101,Cell102,Cell103,Cell104,Cell105,Cell106,Cell107,Cell108,Cell109,Cell110,Cell111,Cell112,Cell113,Cell114,Cell115,Cell116,Cell117,Cell118,Cell119,Cell120,Cell121,Cell122,Cell123,Cell124,Cell125,Cell126,Cell127,Cell128,Cell129,Cell130,Cell131,Cell132,Cell133,Cell134,Cell135,Cell136,Cell137,Cell138,Cell139,Cell140,Cell141,Cell142,Cell143,Cell144,Cell145,Cell146,Cell147,Cell148,Cell149,Cell150,Cell151,Cell152,Cell153,Cell154,Cell155,Cell156,Cell157,Cell158,Cell159
35,1.0,4.0,1.0,8265.479949874687,8287.278195488721,8248.898496240601,8296.52380952381,8304.604010025063,8274.622807017544,8221.941102756893,8299.04887218045,8288.399749373433,8310.3671679198,8263.31829573935,8274.229323308271,8295.689223057645,8317.63909774436,8234.89724310777,8280.870927318296,8282.53634085213,8267.34962406015,8261.40977443609,8300.170426065162,8249.19799498747,8325.063909774437,8298.84335839599,8281.273182957393,8267.268170426065,8282.19172932331,8267.763157894737,8312.815789473685,8306.771929824561,8327.375939849624,8264.231829573935,8271.489974937344,8265.65037593985,8324.414786967418,8337.10275689223,8353.696741854637,8280.588972431078,8285.205513784462,8294.735588972431,8338.58395989975,8307.203007518798,8324.563909774437,8289.195488721805,8279.081453634086,8284.486215538847,8338.630325814536,8298.224310776943,8319.243107769424,8267.383458646616,8278.961152882206,8284.502506265664,8335.943609022557,8277.695488721805,8292.882205513784,8285.348370927319,8317.57769423559,8297.556390977443,8348.57769423559,8286.844611528822,8332.98746867168,8267.931077694235,8288.784461152882,8294.659147869674,8305.743107769424,8282.298245614034,8324.823308270677,8311.877192982456,8290.62030075188,8296.952380952382,8315.8671679198,8318.418546365914,8323.467418546366,8279.809523809523,8319.827067669174,8302.774436090225,8311.112781954887,8313.31829573935,8306.438596491229,8288.49373433584,8348.880952380952,8322.270676691729,8323.670426065162,8326.904761904761,8316.575187969926,8307.671679197994,8296.743107769424,8305.807017543859,8330.718045112782,8330.498746867168,8313.152882205513,8288.904761904761,8331.726817042607,8298.578947368422,8318.726817042607,8311.929824561403,8345.274436090225,8308.725563909775,8329.754385964912,8298.708020050126,8330.883458646616,8296.785714285714,8339.085213032582,8314.725563909775,8376.144110275689,8312.195488721805,8327.144110275689,8313.943609022557,8330.729323308271,8292.458646616542,8345.448621553885,8332.144110275689,8362.04887218045,8316.022556390977,8342.848370927319,8319.937343358395,8329.322055137845,8329.294486215538,8346.116541353384,8341.49373433584,8357.913533834586,8317.266917293233,8312.899749373433,8281.714285714286,8341.394736842105,8325.377192982456,8366.211779448622,8325.010025062656,8346.201754385966,8309.224310776943,8299.809523809523,8283.75939849624,8346.84962406015,8322.655388471178,8351.60275689223,8315.87343358396,8349.83082706767,8330.696741854637,8387.520050125313,8333.433583959899,8341.312030075187,8343.359649122807,8347.494987468672,8337.07769423559,8385.553884711779,8330.593984962406,8345.743107769424,8364.850877192983,8313.81829573935,8288.281954887218,8286.924812030074,8227.40977443609,8259.90350877193,8240.310776942355,8309.056390977443,8286.649122807017,8253.270676691729,8236.526315789473,8320.94486215539,8299.771929824561,8306.706766917294
36,1.0,4.0,2.0,8259.485,8297.9425,8325.18,8303.42125,8275.27125,8320.83,8292.46125,8306.0975,8297.87,8317.38625,8306.14,8322.88,8275.23875,8308.71125,8307.37625,8317.0875,8280.57,8289.8975,8287.0575,8287.27125,8301.62875,8326.6425,8306.58625,8377.5175,8335.8775,8328.9275,8300.69875,8356.2925,8331.14875,8331.5,8307.49,8312.05125,8294.58875,8322.20625,8306.96625,8329.54625,8338.75875,8329.12,8315.21375,8344.29125,8334.49875,8325.3175,8310.9,8347.16,8353.25125,8318.5825,8334.23875,8336.0475,8325.55,8346.4175,8335.43125,8366.18375,8337.25125,8333.14125,8340.01125,8350.11875,8301.395,8334.23125,8335.1475,8326.80625,8298.3975,8383.26125,8355.04875,8330.385,8338.66875,8351.99,8346.1225,8351.21125,8343.6075,8360.1475,8372.51625,8315.0675,8309.58875,8306.75875,8313.79875,8344.31875,8333.775,8365.53,8342.83,8374.96,8356.0775,8362.675,8316.79125,8351.9675,8342.3425,8359.38375,8327.06375,8373.44875,8360.60625,8359.6475,8342.54875,8382.765,8329.3125,8317.21125,8330.5775,8392.87875,8322.15125,8380.05875,8337.2175,8372.16125,8325.6525,8345.63875,8340.52,8357.54875,8305.37,8353.8475,8357.95375,8344.02375,8346.3125,8344.12125,8353.675,8370.635,8332.6725,8370.13125,8356.755,8336.1725,8312.36375,8357.975,8303.795,8350.11,8332.07375,8360.17375,8325.8675,8323.6825,8380.70875,8399.6275,8361.315,8367.4275,8333.16625,8377.90625,8373.68375,8369.72375,8360.7025,8353.285,8374.54375,8375.8425,8363.855,8395.3325,8350.535,8384.545,8388.1725,8383.33,8371.13,8422.42375,8415.045,8412.9475,8423.99875,8347.61875,8294.84375,8365.9025,8334.89625,8314.23,8275.31,8289.16375,8274.13,8293.21125,8282.61125,8314.7475,8294.31625,8304.44625
37,1.0,4.0,3.0,8211.095177664974,8261.477157360407,8250.308375634519,8283.395939086295,8248.435279187817,8234.322335025381,8252.388324873096,8256.67005076142,8251.19543147208,8250.281725888324,8239.299492385786,8251.389593908629,8231.796954314721,8269.060913705584,8238.217005076142,8308.895939086295,8298.440355329949,8280.544416243654,8258.167512690356,8256.692893401016,8246.592639593908,8272.928934010153,8239.464467005077,8256.147208121827,8257.002538071067,8286.856598984772,8285.062182741116,8273.269035532994,8263.831218274112,8277.903553299493,8267.455583756346,8271.822335025381,8275.507614213198,8291.795685279189,8277.031725888324,8296.464467005077,8299.772842639593,8308.546954314721,8304.738578680202,8301.860406091371,8255.885786802031,8271.847715736041,8305.743654822336,8311.536802030458,8269.848984771574,8286.860406091371,8274.916243654823,8322.663705583756,8302.72461928934,8287.982233502538,8288.337563451776,8313.45812182741,8267.365482233503,8316.612944162436,8298.654822335026,8312.82994923858,8266.493654822336,8294.744923857868,8296.395939086295,8316.296954314721,8310.22081218274,8316.634517766497,8322.397208121827,8346.68654822335,8285.60152284264,8333.647208121827,8302.305837563452,8297.31725888325,8270.48730964467,8314.285532994923,8282.942893401016,8329.903553299493,8285.848984771574,8297.884517766497,8255.997461928933,8313.352791878173,8302.515228426397,8283.248730964468,8291.565989847715,8310.782994923858,8292.23730964467,8300.32994923858,8290.5038071066,8322.559644670051,8289.105329949238,8318.421319796955,8291.832487309644,8317.548223350253,8293.827411167513,8328.359137055837,8299.120558375635,8320.717005076142,8277.696700507615,8326.718274111676,8283.614213197969,8284.502538071067,8286.803299492385,8324.17385786802,8311.975888324872,8288.348984771574,8293.105329949238,8344.281725888324,8295.633248730965,8301.210659898477,8273.370558375635,8309.770304568528,8295.857868020305,8332.105329949238,8303.591370558375,8336.077411167513,8317.201776649747,8362.666243654823,8324.219543147208,8332.543147208122,8294.192893401016,8310.789340101523,8282.312182741116,8348.005076142132,8317.77157360406,8341.621827411167,8283.732233502538,8293.435279187817,8311.55456852792,8328.652284263959,8288.098984771574,8328.010152284263,8289.23350253807,8314.404822335026,8291.181472081218,8327.77157360406,8293.035532994923,8343.431472081218,8301.413705583756,8341.39847715736,8335.841370558375,8344.694162436548,8302.935279187817,8298.845177664974,8300.964467005077,8305.656091370558,8330.94543147208,8360.841370558375,8336.257614213198,8333.441624365481,8319.889593908629,8312.23350253807,8331.359137055837,8286.02157360406,8258.049492385786,8246.77157360406,8239.690355329949,8270.282994923858,8236.261421319798,8235.734771573603,8227.888324873096,8258.232233502538,8219.530456852792,8242.001269035532,8255.870558375635,8282.192893401016
38,1.0,4.0,4.0,8368.671542553191,8376.996010638299,8355.73005319149,8363.188829787234,8331.988031914894,8357.740691489362,8314.676861702128,8372.492021276596,8395.880319148937,8363.39760638298,8360.316489361701,8374.815159574468,8348.308510638299,8360.038563829787,8378.400265957447,8389.617021276596,8381.86835106383,8346.962765957447,8355.038563829787,8400.972074468085,8384.222074468085,8380.02659574468,8355.66489361702,8375.696808510638,8364.51994680851,8361.47340425532,8349.103723404256,8384.363031914894,8392.416223404256,8393.614361702128,8355.110372340425,8379.61170212766,8354.183510638299,8387.898936170213,8336.59840425532,8357.505319148937,8376.89760638298,8403.820478723404,8399.58244680851,8405.023936170213,8387.155585106382,8391.08510638298,8398.510638297872,8397.21010638298,8360.117021276596,8372.864361702128,8411.880319148937,8425.521276595744,8360.453457446809,8403.122340425532,8393.795212765957,8416.821808510638,8383.735372340425,8390.113031914894,8370.898936170213,8399.11170212766,8356.525265957447,8372.159574468085,8401.0,8387.996010638299,8391.186170212766,8444.48670212766,8401.158244680852,8435.505319148937,8425.698138297872,8451.190159574468,8384.01994680851,8376.208776595744,8398.356382978724,8406.083776595744,8400.683510638299,8390.738031914894,8394.347074468085,8452.36835106383,8396.817819148937,8440.277925531915,8389.594414893618,8411.23670212766,8398.470744680852,8453.166223404256,8436.59840425532,8413.485372340425,8425.315159574468,8446.829787234043,8414.03989361702,8438.155585106382,8411.581117021276,8449.247340425532,8426.097074468085,8427.578457446809,8412.99335106383,8432.166223404256,8423.843085106382,8450.36835106383,8434.925531914894,8472.050531914894,8476.918882978724,8446.75664893617,8414.047872340425,8437.518617021276,8420.537234042553,8470.224734042553,8410.601063829787,8419.449468085106,8422.132978723404,8436.478723404256,8405.857712765957,8445.23005319149,8442.054521276596,8478.123670212766,8455.521276595744,8461.882978723404,8427.041223404256,8439.0625,8449.061170212766,8451.518617021276,8421.824468085106,8449.507978723404,8419.293882978724,8447.654255319148,8404.384308510638,8441.83510638298,8433.115691489362,8431.071808510638,8436.280585106382,8461.404255319148,8454.577127659575,8454.871010638299,8441.900265957447,8452.369680851063,8433.11170212766,8451.086436170213,8385.80585106383,8461.666223404256,8422.005319148937,8458.514627659575,8449.384308510638,8447.601063829787,8430.753989361701,8468.218085106382,8485.291223404256,8500.08244680851,8456.559840425532,8508.882978723404,8481.630319148937,8492.365691489362,8466.5,8429.509308510638,8359.474734042553,8356.203457446809,8361.52260638298,8376.784574468085,8339.978723404256,8349.170212765957,8353.293882978724,8422.529255319148,8387.731382978724,8400.178191489362,8374.921542553191,8380.807180851063
39,1.0,4.0,5.0,8226.6025477707,8295.540127388535,8277.52229299363,8293.828025477707,8275.123566878981,8268.794904458598,8257.420382165605,8256.68025477707,8265.491719745223,8263.415286624204,8279.672611464968,8268.150318471338,8246.262420382165,8299.448407643313,8285.849681528662,8302.509554140128,8278.468789808918,8275.464968152866,8255.32356687898,8273.19872611465,8250.675159235669,8261.272611464969,8289.268789808917,8291.64203821656,8259.231847133758,8265.071337579619,8266.647133757962,8273.07898089172,8288.56305732484,8330.707006369426,8276.960509554141,8289.970700636943,8259.546496815286,8320.430573248408,8266.017834394905,8284.847133757961,8262.152866242039,8304.298089171974,8295.889171974522,8301.819108280255,8304.061146496815,8300.061146496815,8278.838216560509,8293.568152866243,8298.88025477707,8286.936305732484,8249.728662420383,8306.624203821657,8288.259872611465,8332.169426751592,8332.454777070063,8301.708280254777,8266.491719745223,8300.049681528662,8285.096815286624,8286.337579617835,8294.263694267516,8334.545222929937,8308.963057324841,8308.263694267516,8305.658598726115,8329.945222929937,8283.435668789809,8319.531210191082,8306.808917197452,8337.429299363057,8304.444585987261,8302.731210191083,8327.137579617834,8326.573248407643,8293.816560509555,8327.011464968153,8319.0,8333.337579617835,8328.51974522293,8310.267515923568,8308.412738853503,8345.533757961783,8331.686624203821,8318.19872611465,8288.745222929936,8339.08025477707,8335.305732484076,8342.309554140127,8333.606369426752,8351.887898089171,8344.394904458599,8342.76305732484,8318.989808917197,8361.090445859872,8343.345222929936,8387.2,8309.128662420382,8347.830573248408,8317.033121019109,8367.337579617835,8330.217834394905,8348.095541401273,8299.250955414012,8335.955414012738,8348.216560509554,8373.021656050956,8333.229299363058,8332.979617834395,8348.582165605096,8339.583439490445,8330.147770700636,8367.664968152867,8304.256050955413,8339.88025477707,8315.109554140128,8373.565605095542,8360.08025477707,8361.008917197452,8302.267515923568,8338.751592356688,8331.207643312102,8358.247133757961,8311.207643312102,8364.058598726115,8356.392356687898,8357.571974522292,8361.743949044587,8405.226751592356,8386.63566878981,8407.434394904458,8333.044585987262,8350.96178343949,8337.628025477707,8353.075159235668,8330.709554140127,8355.003821656052,8307.696815286625,8357.298089171974,8325.870063694267,8396.501910828025,8350.022929936305,8342.374522292994,8349.987261146496,8381.634394904459,8332.791082802547,8335.55923566879,8367.234394904459,8429.48025477707,8364.44076433121,8366.724840764331,8374.814012738854,8346.76305732484,8261.96433121019,8276.710828025478,8303.412738853503,8285.011464968153,8255.814012738854,8274.978343949044,8279.262420382165,8271.299363057326,8249.27898089172,8262.578343949044,8270.04585987261,8272.797452229299
40,1.0,4.0,6.0,8294.434210526315,8274.693421052632,8291.109210526316,8318.830263157895,8291.58552631579,8312.732894736842,8323.309210526315,8316.292105263157,8289.038157894736,8290.636842105263,8319.819736842106,8322.025,8283.107894736842,8307.939473684211,8318.378947368421,8338.622368421053,8314.032894736842,8348.794736842105,8331.422368421052,8337.01052631579,8322.509210526316,8317.713157894737,8304.761842105263,8331.536842105263,8330.598684210527,8312.622368421053,8269.109210526316,8283.715789473685,8300.219736842106,8347.319736842106,8342.932894736841,8315.194736842106,8312.40394736842,8335.068421052632,8328.267105263158,8328.275,8304.330263157895,8332.17894736842,8333.769736842105,8363.575,8338.123684210526,8370.356578947369,8358.825,8356.534210526315,8337.238157894737,8324.797368421052,8301.182894736841,8369.080263157895,8337.492105263158,8353.402631578947,8343.769736842105,8339.76447368421,8312.923684210526,8320.218421052632,8308.248684210526,8365.925,8353.886842105263,8341.547368421052,8379.08552631579,8372.565789473685,8365.472368421053,8350.086842105264,8311.217105263158,8371.202631578948,8352.34605263158,8347.052631578947,8340.392105263158,8363.530263157894,8331.23552631579,8352.788157894736,8319.103947368421,8383.986842105263,8371.313157894738,8364.613157894737,8352.676315789473,8400.159210526315,8377.23947368421,8379.177631578947,8339.638157894737,8371.582894736843,8362.525,8377.65394736842,8359.143421052631,8412.22105263158,8350.751315789474,8372.907894736842,8341.78947368421,8350.951315789474,8373.457894736843,8394.909210526315,8370.647368421052,8379.027631578947,8394.192105263159,8378.147368421052,8346.115789473684,8367.963157894737,8400.427631578947,8408.252631578947,8387.58552631579,8397.890789473684,8375.431578947368,8381.397368421052,8404.792105263157,8419.111842105263,8374.534210526315,8412.98947368421,8406.617105263158,8395.752631578947,8359.881578947368,8399.01052631579,8364.547368421052,8418.090789473685,8396.163157894736,8419.068421052632,8382.522368421052,8437.461842105264,8349.507894736842,8413.617105263158,8403.001315789474,8410.309210526315,8387.371052631579,8435.273684210526,8359.536842105263,8392.073684210527,8368.065789473685,8416.51052631579,8363.523684210526,8411.651315789473,8406.711842105264,8406.843421052632,8397.156578947368,8399.017105263158,8341.185526315789,8396.73947368421,8373.828947368422,8439.388157894737,8391.785526315789,8401.975,8363.448684210527,8423.496052631579,8404.113157894737,8427.765789473684,8411.159210526315,8437.47105263158,8411.832894736843,8451.419736842105,8418.347368421053,8366.7,8326.440789473685,8335.707894736843,8304.298684210526,8332.201315789474,8311.15,8362.165789473684,8318.76052631579,8334.521052631579,8308.188157894738,8310.459210526316,8304.982894736842,8326.292105263157
41,1.0,4.0,7.0,8278.624352331606,8313.93134715026,8339.050518134714,8359.216321243523,8355.443005181347,8340.680051813471,8358.046632124353,8387.003886010363,8344.182642487047,8356.402849740933,8321.905440414508,8341.954663212435,8316.880829015545,8352.432642487047,8318.774611398963,8314.112694300518,8330.693005181347,8358.369170984455,8323.094559585492,8337.860103626943,8316.158031088084,8374.37176165803,8361.408031088084,8366.272020725388,8335.216321243523,8373.607512953367,8362.370466321243,8384.493523316061,8367.36139896373,8362.084196891192,8359.932642487047,8379.247409326425,8320.968911917098,8361.817357512953,8319.237046632124,8361.800518134714,8362.0,8347.094559585492,8314.897668393782,8376.698186528498,8356.843264248704,8357.801813471502,8340.252590673575,8372.360103626943,8358.30310880829,8359.519430051814,8354.777202072539,8399.874352331606,8374.658031088084,8353.954663212435,8361.353626943006,8371.747409326425,8351.93652849741,8389.40414507772,8381.564766839378,8392.036269430051,8342.720207253886,8385.033678756477,8362.506476683939,8360.567357512953,8381.790155440414,8384.088082901555,8352.358808290155,8394.392487046633,8353.310880829016,8386.522020725388,8380.729274611398,8353.79792746114,8333.994818652849,8424.433937823835,8410.724093264249,8393.567357512953,8380.948186528498,8432.411917098445,8400.137305699482,8399.370466321243,8390.011658031088,8403.92098445596,8383.151554404145,8383.453367875647,8360.167098445596,8406.550518134714,8371.304404145078,8388.090673575129,8362.11787564767,8441.108808290155,8399.137305699482,8374.459844559586,8398.19170984456,8415.493523316061,8389.13212435233,8434.264248704663,8399.365284974094,8420.0,8384.562176165804,8430.564766839378,8393.06865284974,8400.753886010363,8394.246113989637,8425.724093264249,8433.502590673575,8398.59585492228,8401.445595854922,8407.209844559586,8411.358808290155,8434.764248704663,8405.400259067357,8394.919689119171,8367.172279792747,8396.64896373057,8392.012953367876,8412.990932642488,8415.778497409327,8431.235751295337,8401.63212435233,8424.009067357512,8384.428756476684,8433.81865284974,8387.283678756477,8441.2603626943,8396.576424870465,8425.312176165804,8405.594559585492,8425.796632124353,8402.86139896373,8426.341968911916,8448.615284974094,8466.233160621761,8409.507772020725,8404.396373056994,8455.216321243523,8440.468911917098,8387.906735751296,8454.251295336788,8428.634715025906,8463.252590673575,8408.5103626943,8417.86139896373,8430.102331606218,8457.576424870465,8473.016839378239,8481.86139896373,8439.163212435233,8493.129533678757,8440.770725388602,8435.370466321243,8453.295336787565,8409.765544041451,8349.92098445596,8330.735751295337,8356.555699481865,8383.832901554404,8334.67487046632,8312.369170984455,8320.253886010363,8331.506476683939,8341.959844559586,8341.752590673575,8336.522020725388,8352.230569948186
42,1.0,4.0,8.0,8188.111553784861,8230.341301460823,8252.682602921646,8260.083665338645,8199.324037184595,8225.11155378486,8213.04780876494,8227.185922974768,8206.678618857903,8235.266932270917,8233.926958831342,8232.869853917662,8252.83134130146,8249.40770252324,8212.245683930943,8251.456839309429,8210.96015936255,8204.739707835326,8206.88844621514,8260.094289508632,8244.118193891103,8270.468791500663,8275.843293492695,8247.985391766268,8242.715803452855,8268.924302788844,8251.56706507304,8287.451527224435,8263.529880478087,8254.88844621514,8259.260292164674,8275.454183266933,8261.49535192563,8261.038512616202,8232.19920318725,8260.338645418327,8248.436918990705,8268.142098273573,8270.046480743691,8300.585657370519,8248.231075697211,8279.575033200532,8260.110225763612,8265.52058432935,8277.428950863214,8279.33598937583,8275.378486055777,8270.274900398406,8233.209827357237,8272.195219123507,8267.491367861885,8272.822045152723,8257.276228419654,8296.891102257636,8310.889774236388,8309.409030544488,8265.537848605578,8296.749003984063,8274.44887118194,8318.07171314741,8270.675962815405,8296.641434262949,8265.203187250996,8258.835325365206,8272.721115537848,8311.043824701195,8304.16733067729,8283.39176626826,8262.426294820718,8294.414342629481,8278.310756972112,8301.964143426294,8244.537848605578,8293.841965471447,8300.496679946878,8323.803452855245,8284.409030544488,8270.260292164674,8262.128818061088,8334.374501992032,8311.920318725099,8310.690571049137,8293.11288180611,8296.21513944223,8285.669322709164,8305.596281540506,8280.390438247012,8299.450199203187,8292.760956175298,8299.363877822045,8286.849933598938,8328.565737051793,8311.053120849934,8323.601593625497,8291.970783532537,8299.532536520584,8286.142098273573,8309.564409030545,8289.258964143426,8298.642762284197,8297.228419654715,8313.786188579017,8296.997343957504,8339.385126162018,8325.652058432936,8322.67994687915,8294.146082337318,8308.830013280212,8286.74369189907,8329.290836653387,8299.60026560425,8302.897742363877,8306.580345285525,8350.681274900398,8332.325365205843,8320.104913678619,8312.855245683932,8347.163346613546,8342.426294820718,8354.130146082338,8340.227091633466,8326.065073041169,8309.580345285525,8336.794156706508,8315.428950863214,8329.891102257636,8314.027888446215,8320.427622841966,8265.889774236388,8316.980079681274,8270.427622841966,8337.964143426294,8329.97476759628,8380.355909694556,8333.395750332005,8357.411686586986,8318.200531208498,8344.369189907038,8313.617529880477,8319.24037184595,8318.613545816734,8369.956175298805,8303.64807436919,8322.986719787517,8317.260292164674,8350.416998671979,8325.683930942894,8271.96015936255,8253.318725099602,8260.131474103586,8221.403718459494,8246.905710491368,8208.924302788844,8256.16733067729,8233.601593625497,8224.956175298805,8202.705179282868,8247.32802124834,8249.026560424967,8262.126162018592
43,1.0,4.0,9.0,8127.120512820513,8179.653846153846,8109.975641025641,8151.723076923077,8135.065384615385,8157.510256410256,8157.233333333334,8180.365384615385,8177.2294871794875,8159.141025641025,8159.016666666666,8196.68205128205,8177.498717948718,8182.1871794871795,8171.970512820513,8189.148717948718,8170.658974358975,8205.329487179488,8181.835897435897,8170.635897435897,8192.507692307692,8234.316666666668,8185.343589743589,8204.557692307691,8168.329487179487,8156.869230769231,8173.5,8221.744871794872,8196.828205128206,8252.338461538462,8162.785897435898,8192.583333333334,8182.392307692307,8165.2692307692305,8155.944871794872,8177.161538461539,8181.920512820513,8197.35,8244.023076923077,8219.641025641025,8156.887179487179,8194.198717948719,8207.714102564103,8212.515384615384,8166.301282051282,8184.867948717949,8201.835897435898,8205.660256410256,8169.78717948718,8209.602564102564,8184.635897435897,8209.901282051282,8200.896153846154,8215.370512820513,8190.483333333334,8241.703846153847,8201.579487179488,8229.098717948718,8215.601282051282,8182.032051282052,8181.00641025641,8215.733333333334,8210.641025641025,8216.11923076923,8218.953846153847,8246.916666666666,8230.719230769231,8226.367948717949,8174.835897435897,8214.510256410256,8221.029487179487,8244.51282051282,8190.3128205128205,8225.379487179487,8212.2,8206.870512820513,8227.16923076923,8235.0,8221.547435897435,8235.771794871795,8234.469230769231,8251.366666666667,8194.353846153846,8204.66282051282,8188.029487179487,8242.17564102564,8217.728205128205,8237.49358974359,8202.020512820513,8214.405128205128,8231.960256410257,8243.251282051282,8232.646153846154,8272.58717948718,8240.73076923077,8267.588461538462,8237.702564102565,8294.335897435898,8238.564102564103,8203.616666666667,8207.733333333334,8230.470512820513,8245.325641025642,8282.344871794872,8242.291025641025,8262.810256410256,8258.233333333334,8288.49358974359,8241.352564102564,8239.638461538461,8254.765384615384,8285.33076923077,8252.01282051282,8241.41923076923,8231.562820512821,8285.365384615385,8244.471794871795,8266.626923076923,8242.158974358974,8265.391025641025,8246.298717948717,8277.63076923077,8223.434615384615,8259.27564102564,8223.34358974359,8248.648717948718,8249.642307692307,8271.210256410257,8233.38717948718,8264.075641025642,8226.815384615385,8258.991025641026,8263.146153846154,8259.482051282052,8222.01282051282,8252.896153846154,8199.596153846154,8233.703846153847,8229.866666666667,8258.141025641025,8273.54358974359,8269.36923076923,8236.0,8263.034615384615,8194.158974358974,8276.01923076923,8294.501282051282,8193.041025641025,8170.285897435898,8152.901282051282,8130.844871794872,8133.315384615385,8162.71282051282,8171.657692307693,8142.35,8202.376923076923,8162.502564102564,8175.2692307692305,8126.1051282051285,8143.361538461539
44,1.0,4.0,10.0,8277.886010362694,8328.326424870465,8314.94689119171,8282.839378238343,8254.655440414508,8307.423575129535,8275.46761658031,8312.945595854922,8314.129533678757,8340.5,8329.386010362694,8348.363989637306,8327.854922279792,8311.266839378239,8285.04274611399,8292.827720207253,8268.233160621761,8314.658031088084,8332.725388601037,8329.062176165804,8316.743523316061,8340.419689119171,8315.199481865286,8316.384715025906,8317.015544041451,8298.336787564767,8340.163212435233,8338.098445595855,8309.373056994818,8296.208549222798,8299.53238341969,8331.64896373057,8294.395077720208,8297.523316062176,8340.163212435233,8366.226683937824,8322.050518134714,8337.762953367876,8329.246113989637,8354.275906735751,8312.294041450778,8343.022020725388,8305.726683937824,8286.79274611399,8310.560880829016,8335.86787564767,8344.590673575129,8339.56865284974,8306.226683937824,8332.744818652849,8346.195595854922,8351.319948186529,8308.357512953367,8324.235751295337,8316.794041450778,8342.071243523316,8335.146373056994,8338.39378238342,8319.0103626943,8323.261658031088,8341.35103626943,8350.43134715026,8325.322538860104,8362.152849740933,8377.432642487047,8389.573834196892,8357.712435233161,8371.94170984456,8337.880829015545,8350.972797927461,8338.029792746114,8383.06347150259,8332.216321243523,8373.248704663212,8365.369170984455,8379.468911917098,8364.761658031088,8387.841968911916,8366.369170984455,8350.134715025906,8320.940414507771,8368.512953367876,8345.14896373057,8372.726683937824,8343.288860103627,8376.461139896373,8332.81347150259,8353.125647668394,8356.231865284974,8384.576424870465,8365.514248704663,8384.400259067357,8331.299222797927,8386.772020725388,8380.922279792747,8395.165803108808,8342.604922279792,8339.53238341969,8322.981865284974,8392.455958549222,8363.014248704663,8391.124352331606,8367.519430051814,8377.299222797927,8363.909326424871,8357.571243523316,8352.038860103627,8319.567357512953,8322.173575129535,8372.365284974094,8351.113989637306,8361.92487046632,8315.693005181347,8378.283678756477,8385.326424870465,8400.636010362694,8352.309585492229,8347.020725388602,8331.490932642488,8373.800518134714,8361.389896373057,8379.582901554404,8361.505181347151,8408.433937823835,8402.700777202073,8402.935233160622,8357.362694300518,8396.086787564767,8361.386010362694,8390.550518134714,8366.401554404145,8387.636010362694,8362.205958549222,8384.62823834197,8383.204663212435,8419.945595854922,8400.863989637306,8396.295336787565,8407.360103626943,8443.268134715026,8385.886010362694,8387.959844559586,8392.05310880829,8425.725388601037,8402.226683937824,8433.147668393782,8389.834196891192,8349.992227979275,8295.761658031088,8331.341968911916,8296.31865284974,8301.761658031088,8258.976683937824,8300.619170984455,8290.410621761657,8318.655440414508,8332.496113989637,8305.453367875647,8277.211139896373,8297.642487046633
